iso3,country,pillar,module,indicator_id,indicator_name,indicator_type,variable_name,question,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,row_order,question_order,wip,wib,wim,regional_hub,un_region,barometer_region
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e,Elements,2,response,,,,60.0,0.0,C.CAPABILITIES.GOVSUPPORT,0.0,51058,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1,Kinds of capacities:,3,response,,,,30.0,0.0,C.CAPABILITIES.GOVSUPPORT.e,0.0,51059,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.REUSE,There is evidence of government efforts to support open government data reuse.,4,response,No,0,0.0,10.0,0.0,C.CAPABILITIES.GOVSUPPORT.e.e1,0.0,51060,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.BIGDATA,There is evidence of government efforts to support big data reuse in a general sense. ,4,response,No,0,0.0,5.0,0.0,C.CAPABILITIES.GOVSUPPORT.e.e1,0.0,51061,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.PRIVATE,There is evidence of government efforts to support private sector or NGO data reuse.,4,response,No,0,0.0,5.0,0.0,C.CAPABILITIES.GOVSUPPORT.e.e1,0.0,51062,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.CROWDSOURCED,There is evidence of government efforts to support crowdsourced data reuse.,4,response,No,0,0.0,5.0,0.0,C.CAPABILITIES.GOVSUPPORT.e.e1,0.0,51063,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e1.SUPPORT,There is evidence of government efforts to support data reuse from various data topics.,4,response,No,0,0.0,5.0,0.0,C.CAPABILITIES.GOVSUPPORT.e.e1,0.0,51064,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e2,User groups:,3,response,,,,30.0,0.0,C.CAPABILITIES.GOVSUPPORT.e,0.0,51065,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e2.CSO,There is evidence of government efforts to support data reuse by civil society organizations.,4,response,No,0,0.0,7.5,0.0,C.CAPABILITIES.GOVSUPPORT.e.e2,0.0,51066,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e2.MEDIA,There is evidence of government efforts to support data reuse by media.,4,response,No,0,0.0,7.5,0.0,C.CAPABILITIES.GOVSUPPORT.e.e2,0.0,51067,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e2.ACADEMIA,There is evidence of government efforts to support data reuse by scholars and academic institutions.,4,response,No,0,0.0,7.5,0.0,C.CAPABILITIES.GOVSUPPORT.e.e2,0.0,51068,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e2.PRIVATE,There is evidence of government efforts to support data reuse by the private sector.,4,response,No,0,0.0,7.5,0.0,C.CAPABILITIES.GOVSUPPORT.e.e2,0.0,51069,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e3,Specific features:,3,response,,,,40.0,0.0,C.CAPABILITIES.GOVSUPPORT.e,0.0,51070,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e3.CHALLENGES,Government support for data reuse involves data challenges.,4,response,No,0,0.0,8.0,0.0,C.CAPABILITIES.GOVSUPPORT.e.e3,0.0,51071,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e3.HACKATHONS,Government support for data reuse involves hackathons.,4,response,No,0,0.0,8.0,0.0,C.CAPABILITIES.GOVSUPPORT.e.e3,0.0,51072,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e3.COMMUNITY,Government support for data reuse involves communication and community building efforts.,4,response,No,0,0.0,8.0,0.0,C.CAPABILITIES.GOVSUPPORT.e.e3,0.0,51073,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e3.INFOSESSIONS,"Government support for data reuse involves running information sessions on how to use particular datasets, or how to reuse government data in general.",4,response,No,0,0.0,8.0,0.0,C.CAPABILITIES.GOVSUPPORT.e.e3,0.0,51074,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.e.e3.FUNDING,Government support for data reuse involves the release of funding schemes,4,response,No,0,0.0,8.0,0.0,C.CAPABILITIES.GOVSUPPORT.e.e3,0.0,51075,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.c,Extent,2,response,,,,1.0,0.7,C.CAPABILITIES.GOVSUPPORT,0.0,51076,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.GOVSUPPORT,Capability (C): Government support for re-use,Primary,C.CAPABILITIES.GOVSUPPORT.c.EXTENT,"How comprehensive, in terms of jurisdiction, is the coverage of the support assessed for this question?",4,response,,,,,,C.CAPABILITIES.GOVSUPPORT.c,0.0,51077,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT,"To what extent do city, regional, and local governments have the capability to effectively manage data?",1,response,,,,,0.0,C.CAPABILITIES.SUBNAT,0.0,51078,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT,"To what extent do city, regional, and local governments have the capability to effectively manage data?",1,justification,"In Togo, the two initiative related to open data led by the government is the creation of the Open data website (which is currently inactive) (1) an open data conference in 2018 (2). Municipalities, regional, and local governments do not have the capability to effectively manage data however, if the government adopt a national strategy on open data it will spread across the cities, regions and local government. It will give them the capability.

Sources:
(1)https://opendata.gouv.tg/
(2) https://www.republicoftogo.com/Toutes-les-rubriques/Tech-Web/L-Open-Data-est-un-nouveau-vecteur-de-creation-de-richesse",,,,,C.CAPABILITIES.SUBNAT,1.0,51078,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT.a,Existence,2,response,,,,1.0,0.0,C.CAPABILITIES.SUBNAT,0.0,51079,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT.a.EXIST,"To what extent do city, regional, and local governments have the capability to effectively manage data?",4,response,There is no evidence of capability to effectively manage data.,0,0.0,,,C.CAPABILITIES.SUBNAT.a,0.0,51080,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT.e,Elements,2,response,,,,100.0,0.0,C.CAPABILITIES.SUBNAT,0.0,51081,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT.e.e1,Kinds of capacities:,3,response,,,,100.0,0.0,C.CAPABILITIES.SUBNAT.e,0.0,51082,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT.e.e1.ODINIT,There is evidence of local governments having open data initiatives.,4,response,No,0,0.0,16.0,0.0,C.CAPABILITIES.SUBNAT.e.e1,0.0,51083,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT.e.e1.ODPOLICY,There is evidence of local governments having current open data policies in place.,4,response,No,0,0.0,16.0,0.0,C.CAPABILITIES.SUBNAT.e.e1,0.0,51084,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT.e.e1.RULES,There is evidence of local governments having rules and or guidance in place to provide a comprehensive framework for data sharing.,4,response,No,0,0.0,16.0,0.0,C.CAPABILITIES.SUBNAT.e.e1,0.0,51085,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT.e.e1.DATAMANAGEMENT,There is evidence of local governments having rules and or guidance in place for consistent data management and publication.,4,response,No,0,0.0,16.0,0.0,C.CAPABILITIES.SUBNAT.e.e1,0.0,51086,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT.e.e1.TRAINING,There is evidence of local governments providing training to civil servants on data literacy and skills.,4,response,No,0,0.0,16.0,0.0,C.CAPABILITIES.SUBNAT.e.e1,0.0,51087,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT.e.e1.LOCALGOV,There is evidence of local governments providing support for data reuse.,4,response,No,0,0.0,20.0,0.0,C.CAPABILITIES.SUBNAT.e.e1,0.0,51088,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT.c,Extent,2,response,,,,1.0,0.7,C.CAPABILITIES.SUBNAT,0.0,51089,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Capabilities,CAPABILITIES,C.CAPABILITIES.SUBNAT,Capability (C): Sub-national,Primary,C.CAPABILITIES.SUBNAT.c.EXTENT,How widespread are local capacities to effectively manage data? ,4,response,No cities or regions show capacity to effectively manage data.,0,0.0,,,C.CAPABILITIES.SUBNAT.c,0.0,51090,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT,"To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing beneficial ownership data on companies?",1,response,,,,,0.0,G.COMPANY.BOT,0.0,51091,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT,"To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing beneficial ownership data on companies?",1,justification,"EITI told us that the process is ongoing to set up the standard as a member country of the EITI Initiative. Currently online a policy declaration document (1)  is available. 

(1)https://eiti.org/files/documents/politique_donnees_ouvertes_decembre_2016.pdf",,,,,G.COMPANY.BOT,1.0,51091,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT,1,1,example,"[Togo'EITI Open data policy,](https://eiti.org/files/documents/politique_donnees_ouvertes_decembre_2016.pdf)",,,,,G.COMPANY.BOT,3.0,51091,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a,Existence,2,response,,,,1.0,0.0,G.COMPANY.BOT,0.0,51092,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a.EXIST,"Are there laws, policies, or regulations requiring collection or publication of this information in any form?",4,response,No,0,0.0,,,G.COMPANY.BOT.a,0.0,51093,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a.DATARULES,"Do relevant laws, policies, regulations, or guidance discuss the publication of open data?",4,response,"Requirements to publish data are set out in binding policy, regulations, or law.",2,0.6666666666666666,,,G.COMPANY.BOT.a,0.0,51094,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a.DATARULES,"1,2,3;Please provide a URL to the most relevant legislation, policy, or guidance.",4,supporting,"As an Extractives Industry Transparency Initiative (EITI) member, Togo has committed to beneficial ownership transparency for the extractives sector (1).

Sources
(1) Togo'EITI Open data policy, https://eiti.org/files/documents/politique_donnees_ouvertes_decembre_2016.pdf",,,,,G.COMPANY.BOT.a,2.0,51094,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.e,Elements,2,response,,,,100.0,0.0,G.COMPANY.BOT,0.0,51095,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.e.e1,"Provisions for definitions, kinds, and fields:",3,response,,,,50.0,0.0,G.COMPANY.BOT.e,0.0,51096,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.e.e1.DEFN-OWN,Definitions comprehensively cover ownership.,4,response,No,0,0.0,16.0,0.0,G.COMPANY.BOT.e.e1,0.0,51097,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.e.e1.DEFN-CONTROL,Definitions cover control.,4,response,No,0,0.0,16.0,0.0,G.COMPANY.BOT.e.e1,0.0,51098,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.e.e1.EXCEPTIONS,Rules or processes exist to protect certain natural persons who are beneficial owners from having their data published.,4,response,No,0,0.0,18.0,0.0,G.COMPANY.BOT.e.e1,0.0,51099,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.e.e2,Provisions for data quality:,3,response,,,,20.0,0.0,G.COMPANY.BOT.e,0.0,51100,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.e.e2.VERIFICATION,The framework requires a verification process.,4,response,No,0,0.0,10.0,0.0,G.COMPANY.BOT.e.e2,0.0,51101,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.e.e2.AGENCY,The rules/guidance empower an agency or official to ensure the accurate and timely collection and publication of required data.,4,response,No,0,0.0,10.0,0.0,G.COMPANY.BOT.e.e2,0.0,51102,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.e.e3,"Provisions for openness, timing, and structure:",3,response,,,,30.0,0.0,G.COMPANY.BOT.e,0.0,51103,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.e.e3.REGISTER,The rules/guidance require beneficial ownership data to be collected in a central register or database.,4,response,No,0,0.0,10.0,0.0,G.COMPANY.BOT.e.e3,0.0,51104,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.e.e3.TIMELY,The rules/guidance require that data is regularly updated.,4,response,No,0,0.0,10.0,0.0,G.COMPANY.BOT.e.e3,0.0,51105,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.e.e3.STRUCTURED,The rules/guidance support the collection of structured data.,4,response,No,0,0.0,10.0,0.0,G.COMPANY.BOT.e.e3,0.0,51106,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.c,Extent,2,response,,,,1.0,,G.COMPANY.BOT,0.0,51107,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Governance,COMPANY INFORMATION,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.c.EXTENT,"How widely do these laws, regulations, policies, or guidance apply?",4,response,,,,,,G.COMPANY.BOT.c,0.0,51108,0.065,0.0195,0.275,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT,To what extent is company beneficial ownership information available as structured open data?,1,response,,,,,0.0,A.COMPANY.BOT,0.0,51109,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT,To what extent is company beneficial ownership information available as structured open data?,1,justification,"Company legal ownership information available online. The data covers all companies and sectors. The Article 5 of Decree 011/ MCPSP / CAB / DPSP (1) related to business formalities in Togo specifies that there is only one counter and one card for the creation of businesses in Togo. Also decree 004 / MDPR-CPSP modifying ARETTE 0002 / MDPR-CPSP (2) of April 08, 2010 in its article 1 stipulates the formalities necessary for the creation of every company in Togo. It stated clearly that CFE represent the only entity responsible for companies registration for all sectors. CFE published up to date data on it website. 

Sources: 

(1) https://www.cfetogo.tg/uploads/revues/5e733d8860e20.pdf
(2) https://investirautogo.tg/media/Arret%C3%A9%202.pdf",,,,,A.COMPANY.BOT,1.0,51109,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT,1,1,example,[Decree 011/ MCPSP / CAB / DPSP](https://www.cfetogo.tg/uploads/revues/5e733d8860e20.pdf),,,,,A.COMPANY.BOT,3.0,51109,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT,2,1,example,[004/MDPR-CPSP modifying ARETTE 0002 / MDPR-CPSP](https://investirautogo.tg/media/Arret%C3%A9%202.pdf),,,,,A.COMPANY.BOT,3.1,51109,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT.a,Existence,2,response,,,,1.0,0.0,A.COMPANY.BOT,0.0,51110,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT.a.ONLINE,Is this data available online in any form?,4,response,Data is not available online.,0,0.0,,,A.COMPANY.BOT.a,0.0,51111,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT.a.ONLINE,"0;Are there other offline ways to access this data in the country? (e.g., attending an office to inspect it).",4,supporting,There is no available information regarding this. There is legal ownership information,,,,,A.COMPANY.BOT.a,2.0,51111,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT.e,Elements,2,response,,,,100.0,31.509999999999998,A.COMPANY.BOT,0.0,51112,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT.e.e1,Data fields and quality:,3,response,,,,35.0,8.75,A.COMPANY.BOT.e,0.0,51113,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT.e.e1.ORGID,The dataset contains unique identifiers for each company.,4,response,Yes,2,1.0,8.75,8.75,A.COMPANY.BOT.e.e1,0.0,51114,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT.e.e1.ORGID,"1,2;If company information data can be found in multiple datasets, please provide the URL where company identifiers are located.",4,supporting,Every company has a unique identifier at the Trade and Furniture Credit Registers (RCCM) and also a Unique tax identification number provided by the Revenue Authority,,,,,A.COMPANY.BOT.e.e1,2.0,51114,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT.e.e1.OWNERID,The dataset contains identifying information for each beneficial owner.,4,response,No,0,0.0,8.75,0.0,A.COMPANY.BOT.e.e1,0.0,51115,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT.e.e1.INTERESTS,The dataset contains details of the interests held by each beneficial owner.,4,response,No,0,0.0,8.75,0.0,A.COMPANY.BOT.e.e1,0.0,51116,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT.e.e1.GENDER,Data includes information about individuals' sex and/or gender.,4,response,No,0,0.0,0.0,0.0,A.COMPANY.BOT.e.e1,0.0,51117,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT.e.e1.STANDARDS,The data is published according to one or more relevant data standards.,4,response,No,0,0.0,8.75,0.0,A.COMPANY.BOT.e.e1,0.0,51118,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
TGO,Togo,Availability,COMPANY INFORMATION,A.COMPANY.BOT,Availability (CI): Beneficial ownership,Primary,A.COMPANY.BOT.e.e3,"Data openness, timing, and structure:",3,response,,,,65.0,22.759999999999998,A.COMPANY.BOT.e,0.0,51119,0.057,0.02394,0.325,Local Development Research Institute (LDRI),Western Africa,Africa
